50 4	128 40
29 216 643 22 4	59 255 44 2309 4
29 216 643 22 4	59 453 44 2309 4
29 1 31 4521 4	122 6902 65 1 4
29 471 12 106 142 4	122 510 65 118 1945 4
29 471 12 106 142 4	19 25 31 510 118 1945 4
29 1514 12 978 4	59 300 74 9 16 704 4
29 1514 12 406 4	59 300 74 9 16 2285 4
29 117 12 375 219 4	59 2676 9 4877 4
29 164 542 22 215 4	59 147 33 1792 373 4
29 1513 31 3096 4	19 170 25 199 200 1882 4
29 226 12 1753 4	82 194 9 5669 4
29 226 27 10 2822 4	82 194 54 28 6903 4
29 967 66 672 22 4	82 196 33 5164 4
29 114 27 1001 4	89 44 18 792 59 126 4
29 218 447 22 4	82 196 44 18 661 4
29 218 12 2685 4	82 196 9 1 4
29 1518 12 302 4	59 2294 9 1181 4
29 1518 12 302 4	82 3291 9 1602 4
29 1332 12 2484 4	59 1229 1 4
29 1 2403 219 4	59 1 45 9 2438 4
29 370 1399 155 4	59 323 18 6 236 2612 4
29 370 1399 155 4	59 323 18 2612 13 236 4
29 370 1399 155 4	59 323 2925 13 236 4
29 160 469 12 1843 4	59 617 6 268 9 15 1946 4
29 160 469 12 1843 4	15 617 6 82 268 9 15 1946 4
29 352 12 747 4	82 339 9 1161 4
29 352 12 385 4	82 339 9 1079 4
29 2444 1121 1703 4	19 25 16 2626 3727 4
29 647 1131 1583 4	49 59 1135 33 57 199 4
29 392 12 10 358 4	82 273 9 488 4
29 392 12 10 815 4	82 273 9 4418 4
204 344 26 98 4	109 3165 26 45 12 10 191 4
67 2279 63 265 4	89 21 18 301 299 3030 4
67 3287 63 773 4	286 1337 14 208 2859 4
67 114 27 1001 4	286 126 21 18 80 792 4
67 103 30 35 138 4	89 14 107 28 97 42 4
67 68 578 121 4	109 14 2525 120 11 20 132 4
67 68 578 8 652 4	109 14 2525 15 723 4
67 68 1269 52 4	109 14 24 18 1854 4
67 68 1269 52 4	109 14 15 4024 4
67 68 1269 6 4	109 14 52 18 1854 4
67 68 1628 52 4	109 14 15 1447 4
67 68 256 73 59 4	109 21 9 1752 81 4
67 68 30 92 6 4	109 14 107 10 160 4
67 68 30 92 6 4	109 14 107 52 160 4
67 68 97 88 96 4	109 14 302 27 124 4
67 68 286 1018 4	109 29 135 14 2449 4
67 68 286 1018 4	109 29 135 21 18 1690 4
67 68 259 1 4	109 14 1 119 4
67 68 210 1319 4	109 14 1379 87 4
67 68 920 6 4	109 14 10 18 1438 4
67 68 233 73 213 4	109 14 1896 994 4
67 68 75 121 4	109 14 579 6 120 11 20 132 4
67 68 93 2010 4	49 15 131 45 28 5074 4
67 68 93 2010 4	109 14 45 28 1369 92 4
67 68 201 121 4	109 21 18 112 152 4
67 68 378 278 4	109 14 281 1891 4
67 68 4920 22 4	109 14 44 18 5670 4
67 68 27 1 4	109 21 18 80 5671 4
67 68 27 600 4	109 14 2939 4
67 68 66 92 96 4	109 14 27 2549 4
67 68 66 492 22 4	5 14 1 13 109 4
67 68 66 190 96 4	109 14 27 5672 4
67 68 78 502 4	109 14 374 737 4
67 68 78 502 4	109 14 1918 737 4
67 68 17 710 21 4	109 21 9 3278 4
67 68 17 710 21 4	109 21 43 9 3278 4
67 68 17 463 4	39 21 1429 109 4
67 305 12 765 4	286 434 21 9 1053 4
67 409 12 724 4	299 768 21 9 4041 4
67 2489 27 265 4	299 991 21 18 80 2325 4
67 2489 27 265 4	299 991 14 208 2325 4
67 26 13 17 38 311 4	251 26 20 21 9 8 332 4
365 1269 14 4	109 21 18 1854 22 4
365 30 231 6 4	109 14 107 52 354 4
365 30 231 6 4	109 14 5203 13 52 354 4
365 30 231 6 4	109 14 107 10 354 4
365 30 231 6 4	109 14 5203 13 10 354 4
365 30 92 6 4	109 14 107 52 160 4
365 2010 32 22 4	109 14 45 1864 6 47 4
365 4907 22 4	109 14 44 18 1 4
365 93 322 4	109 14 244 92 4
365 674 7 22 4	286 14 33 238 4
836 19 96 41 14 4	286 29 307 27 21 106 22 4
38 228 861 4	49 15 131 21 54 8 29 326 4
199 30 190 22 4	112 14 107 44 383 4
199 1121 110 4	112 14 281 1 4
199 75 637 4	112 21 18 759 4
199 66 355 4	112 14 3302 4
99 151 33 2028 4	143 26 620 94 1903 4
99 151 33 2028 4	143 26 620 94 491 4
99 12 38 8 57 4	20 21 9 1156 8 15 211 4
99 84 17 3113 4	143 26 1 39 4
99 28 17 8 635 9	37 28 9 12 26 143 7
99 26 13 17 86 229 4	1172 26 39 26 35 9 30 221 4
1473 31 4921 4	31 1 65 1 4
173 2955 551 209 4	31 2367 3616 95 16 194 1525 4
68 194 27 1022 4	23 202 18 80 639 4
68 19 96 75 7 50 4	24 23 6 27 331 220 4
147 57 66 85 4	188 15 74 27 15 2691 4
292 73 8 2047 4	1302 15 2176 4
292 73 8 2047 4	1693 15 2176 4
140 1 31 1728 4	432 1 65 4710 4
140 2335 27 4522 4	179 3020 208 1 4
140 2335 27 4522 4	179 4213 54 1 4
140 591 12 1918 4	179 614 9 28 117 6 758 4
140 591 12 1918 4	179 614 9 28 117 6 24 1609 4
140 112 100 2844 4	179 147 14 45 552 87 4
140 112 100 2844 4	179 147 14 705 87 736 4
632 4492 589 4	15 896 3376 622 4
131 24 2048 4	31 203 95 46 538 4
131 139 2412 4	15 3806 106 16 2262 4
131 139 2412 4	31 203 65 1 6 2262 4
131 139 7 132 4	31 203 2383 114 4
1290 5 27 221 4	107 53 33 32 5 1930 4
1290 14 30 558 4	107 53 11 22 107 758 4
1290 14 30 558 4	107 53 22 107 12 758 4
257 22 111 4922 4	514 47 56 6904 4
98 211 22 124 4	616 47 45 12 51 191 4
98 89 42 57 4	361 232 13 24 190 4
98 89 43 96 4	361 232 55 27 4
98 89 43 96 4	315 55 27 26 45 12 51 489 4
98 23 11 1 4	5 51 272 6 14 8 1 4
98 399 2577 4	2000 3719 45 12 51 191 4
98 399 2577 4	361 411 3719 4
98 399 2577 4	45 12 10 191 3530 3719 4
98 399 2577 4	2000 3719 5 52 28 272 4
98 128 96 160 4	237 27 6 16 460 26 45 12 10 191 4
98 24 10 255 4	5 10 28 272 26 549 30 1635 40
98 24 10 255 4	5 52 28 272 26 376 30 1635 40
98 92 22 713 4	45 12 51 191 26 215 47 13 1060 4
98 109 8 279 4	237 15 311 26 5 10 272 40
98 109 8 279 4	157 15 311 26 5 51 272 40
98 192 154 4	238 164 26 45 12 51 191 4
98 192 154 4	726 164 26 45 12 10 191 4
98 190 966 4	819 6 526 26 5 10 272 40
98 190 293 4	552 6 114 26 5 51 272 40
98 190 293 4	819 6 114 26 5 10 272 40
98 190 293 4	1323 6 114 26 5 51 272 40
98 190 293 4	361 383 6 114 26 5 10 272 40
98 190 293 4	361 1893 6 114 26 5 10 272 40
98 101 22 117 4	45 12 51 191 26 2587 47 166 47 4
98 101 22 117 4	45 12 10 191 26 6075 47 166 47 4
98 1084 29 124 4	3518 59 1136 45 12 51 191 4
1149 7 350 6 4	5 32 1938 6 51 530 4
1149 7 350 6 4	1938 6 38 141 1332 4
1 12 1617 4	15 1 9 2451 4
1215 31 76 73 4	31 483 1 4
1398 8 1213 1434 4	1 16 1390 4
1398 8 1213 1434 4	1 16 1390 4
186 42 10 302 567 4	777 30 451 694 4
186 42 10 302 567 4	1097 30 451 694 4
186 42 33 3248 4	1097 213 1 4
186 111 575 42 4	777 46 681 40
186 111 575 42 4	1097 46 681 40
186 111 575 42 4	4537 86 40
186 111 575 42 4	1 10 40
186 13 21 784 4	1097 39 98 444 4
186 33 359 219 4	1097 213 367 6 494 4
186 33 858 42 4	777 205 854 40
186 33 858 42 4	1097 213 854 40
1768 26 128 22 13 4	410 26 446 47 39 4
1768 26 128 22 13 4	410 26 697 47 39 4
1 22 86 1823 4	1 47 23 2025 4
1051 33 3656 4	5586 213 6170 4
1051 33 3656 4	5586 213 6905 4
1051 33 3656 4	2260 205 6170 4
1051 33 3656 4	2260 205 6905 4
555 59 32 10 415 4	2663 86 23 113 81 4
555 59 32 10 415 4	5483 10 81 23 211 4
1150 7 33 160 4	3738 41 73 268 4
1150 7 33 160 4	1639 41 141 268 4
670 12 3907 4	124 35 9 242 4
670 12 3907 4	124 26 35 9 242 4
1430 25 50 56 151 9	10 178 43 102 64 193 7
1430 25 50 56 151 9	62 89 812 193 7
1430 25 50 56 151 9	89 43 128 64 89 620 7
37 2016 22 10 652 4	36 33 1 23 723 4
37 2016 22 10 652 4	36 33 5634 23 723 4
37 2016 22 10 652 4	36 33 1 23 723 4
37 2016 22 10 652 4	36 33 628 23 723 4
37 2016 22 10 652 4	36 44 18 1682 23 723 4
37 627 10 358 4	36 9 1782 488 4
37 627 10 358 4	36 9 1782 3922 4
37 627 10 1145 4	36 9 1782 2441 4
37 627 2578 4	36 9 1145 3538 4
37 627 60 1044 4	36 9 1145 3787 423 4
37 4188 52 4	36 15 628 526 4
37 1 464 4	36 705 46 656 28 1 4
37 4132 21 648 4	36 45 6906 28 6171 4
37 447 32 92 4	36 18 661 13 24 215 4
37 447 32 92 4	36 3244 13 24 215 4
37 256 74 42 960 4	36 1 60 1794 4
37 256 74 42 960 4	36 5620 28 414 4
37 30 399 10 127 4	36 244 411 30 137 4
37 30 11 713 170 4	36 14 244 8 91 1060 4
37 673 65 455 4	36 3029 31 452 4
37 673 65 455 4	36 18 1112 31 452 4
37 673 65 455 4	36 18 1 31 452 4
37 1157 45 161 4	36 3359 195 16 216 4
37 2049 43 3069 4	36 1 55 2602 4
37 48 385 170 4	36 45 28 9 177 91 1419 4
37 162 123 246 4	36 18 92 24 151 815 4
37 1670 22 582 4	36 33 780 788 4
37 1670 22 582 4	36 33 780 1687 4
37 1670 22 582 4	36 33 780 3433 4
37 1121 260 133 4	36 61 1408 199 144 145 4
37 233 52 10 166 4	36 76 18 366 23 172 4
37 233 22 10 819 4	36 44 18 366 30 983 4
37 233 22 10 306 4	36 44 18 366 30 474 4
37 233 22 10 306 4	36 33 852 30 474 4
37 105 21 8 999 4	36 9 4812 41 23 871 4
37 75 3908 359 4	36 18 125 1088 367 4
37 75 10 142 1332 4	36 18 23 218 1229 4
37 75 2956 26 106 4	36 149 18 138 1 4
37 75 282 207 4	36 18 113 29 245 4
37 75 282 207 4	36 18 113 29 707 4
37 75 384 838 4	36 9 890 13 24 643 4
37 75 263 745 4	36 18 304 56 779 4
37 942 65 1132 4	36 1 70 2286 4
37 667 22 26 38 52 4	35 9 36 48 44 18 1387 26 8 76 4
37 667 22 26 38 52 4	35 9 47 37 36 18 1387 26 8 76 4
37 667 22 26 38 52 4	35 9 47 37 36 18 4715 26 8 76 4
37 12 10 260 344 4	35 9 30 632 109 4
37 12 10 169 1415 4	36 9 23 113 1718 4
37 12 10 169 1415 4	36 9 96 113 1718 4
37 12 58 29 493 4	36 18 13 113 440 59 420 4
37 12 58 29 493 4	36 18 935 59 420 4
37 12 260 1 4	36 9 199 3624 4
37 12 1904 19 652 4	36 362 31 3520 4
37 12 81 1 4	36 18 30 180 2053 4
37 12 81 1 4	36 9 1 4
37 12 209 47 112 4	36 466 436 4
37 12 209 42 167 4	36 9 1525 55 624 4
37 12 72 10 387 4	36 21 9 37 30 318 4
37 12 29 1 4	36 9 82 5623 6 593 4
37 12 38 59 251 4	36 21 9 8 129 108 4
37 12 38 7 874 4	36 21 9 8 13 2710 4
37 12 144 10 383 4	36 9 129 1 4
37 542 42 391 4	36 18 1617 6 325 4
37 542 42 391 4	36 2705 13 325 4
37 542 42 391 4	36 18 1617 13 325 4
37 2074 8 235 4	36 1 41 16 182 4
37 979 29 2963 4	36 44 3746 16 514 4
37 979 29 2963 4	36 44 3746 77 16 514 4
37 979 29 2963 4	36 44 18 1587 77 16 514 4
37 322 8 339 4	36 751 16 322 4
37 376 45 19 96 4	36 27 106 165 4
37 1188 7 52 4	36 24 4546 4
37 2150 8 2516 4	36 4878 31 6805 4
37 2150 8 2516 4	36 18 2592 31 6805 4
37 2150 8 2516 4	36 4878 31 3595 4
37 453 21 1178 4	36 513 13 1329 4
37 136 22 1382 4	36 33 5173 46 1757 4
37 136 544 32 22 4	36 33 628 56 565 4
37 780 8 235 4	36 18 869 16 182 4
37 940 10 1 4	36 6907 30 1 4
37 1681 29 819 4	36 18 1510 82 983 4
37 3441 10 160 4	36 1 30 268 4
37 1984 22 1245 4	36 44 18 1 4
37 3852 65 455 4	36 61 6098 31 452 4
37 3852 65 455 4	36 45 9 1 31 452 4
37 689 204 7 52 4	36 45 1863 13 70 494 4
37 1 65 739 4	36 45 9 1 16 414 4
37 674 106 108 4	36 238 118 4
37 144 868 52 4	36 24 1047 129 4
37 144 770 52 4	36 24 106 129 4
37 144 770 52 4	36 24 106 121 4
37 682 293 4	36 1766 6 114 4
37 682 293 4	36 18 629 6 114 4
37 1680 289 4	36 960 24 279 4
37 1934 289 4	36 1750 24 279 4
37 130 52 10 822 4	36 76 3625 30 1120 4
37 483 52 178 4	36 24 18 1 4
37 1945 52 4	36 15 1441 4
37 300 10 159 608 4	36 227 23 236 676 4
37 27 248 189 4	36 54 177 1602 4
37 143 42 391 4	36 18 1617 6 325 4
37 149 11 41 20 4	39 14 128 8 76 3619 4
37 54 35 72 692 4	39 1155 72 91 34 36 4
37 17 10 499 1557 4	36 9 30 1816 1395 4
37 17 10 2073 3288 4	35 9 30 4547 4
37 17 10 618 3053 4	35 9 30 1458 1 4
37 17 10 618 3053 4	35 9 30 1458 6026 4
37 17 10 618 1 4	36 9 92 30 260 6908 4
37 17 10 1452 564 4	35 9 30 273 1190 4
37 17 10 311 1557 4	35 9 30 1508 1816 4
37 17 102 4923 4	36 18 80 1 4
37 17 21 10 260 1220 4	36 9 6 632 1252 4
37 17 29 224 139 4	36 9 59 439 765 4
37 17 38 1 4	36 21 9 8 187 126 4
37 17 144 10 3289 4	36 9 129 1 4
37 17 696 1 4	36 18 30 1190 2550 4
87 5 35 1047 9	184 5 53 1730 7
87 5 35 642 9	184 5 53 4178 7
87 5 35 642 9	184 5 53 6000 7
87 25 4869 9	380 27 4832 7
303 22 111 624 4	1603 44 28 29 321 4
303 22 33 1978 126	1603 47 213 2700 40
303 22 33 1994 4	474 47 94 2548 4
303 22 33 1994 4	1603 47 73 2548 4
752 8 235 1434 4	908 91 16 182 40
752 8 235 1434 4	1895 91 16 182 40
752 8 235 1434 4	908 16 182 6 422 6172 40
752 8 235 1434 4	1895 16 182 6 422 6172 40
851 8 2590 166 4	5047 15 1 46 1377 40
851 8 2590 166 4	1431 15 1 46 1377 40
516 10 569 43 22 4	4415 30 605 55 47 4
2535 31 1 4	31 3166 65 46 1 4
80 28 286 12 159 9	390 26 120 6 868 26 13 254 39 7
80 26 28 18 6 125 9	390 26 37 9 20 11 52 28 217 7
80 26 28 18 6 125 9	390 26 37 28 314 10 7
111 19 96 51 80 4	881 29 307 27 15 1521 4
1445 26 25 54 40 4	23 209 26 27 6766 4
271 17 566 22 4	12 43 18 173 23 651 47 4
104 27 221 4	96 85 21 812 8 4
104 17 645 4	12 43 18 96 85 48 1436 4
205 58 886 4	503 34 20 11 19 25 79 42 241 4
205 58 886 4	5062 34 20 11 27 93 79 42 241 4
205 58 886 4	6612 34 20 11 27 93 79 42 241 4
205 7 1009 6 4	4690 15 5673 4
205 26 25 36 673 4	306 26 27 110 2511 4
1190 66 35 217 4	15 1433 128 4258 13 232 4
500 42 8 1 4	2858 77 16 6812 4
500 95 6 31 126	1033 86 108 88 17 69 40
500 95 6 31 126	1448 10 108 88 10 58 40
184 219 91 13 4	357 480 6 39 4
184 117 418 650 4	818 13 16 116 262 13 688 201 4
184 74 19 29 160 4	357 850 6 82 268 4
184 74 19 480 4	51 777 8 41 16 4548 4
184 74 19 480 4	14 10 1097 8 41 31 1094 4
190 232 80 1266 4	552 29 53 62 2581 4
190 232 80 1266 4	819 29 53 62 2581 4
190 232 80 1266 4	552 29 53 62 3522 4
190 232 80 1266 4	819 29 53 62 3522 4
190 232 80 1266 4	819 29 53 62 1 4
190 232 80 1266 4	819 29 53 62 1 4
190 1179 22 14 4	552 6 44 532 22 4
190 1179 22 14 4	819 6 44 532 22 4
190 3909 297 126	52 170 63 391 6 38 24 170 932 40
190 3909 297 126	35 170 9 391 6 38 24 170 932 40
190 293 2710 4	552 6 114 291 4
190 293 2710 4	819 6 114 291 4
190 26 202 5 54 1455 4	14 2768 8 219 5 1963 4
101 10 282 342 168 4	549 214 234 6 1487 4
101 10 282 342 168 4	376 214 234 6 1487 4
101 10 123 47 13 4	2094 23 684 108 509 4
101 10 123 47 20 4	2094 23 684 108 509 4
101 29 394 32 15 4	3709 86 13 82 1162 28 16 2336 40
101 29 394 32 15 4	4170 10 13 82 1162 28 16 2336 40
101 168 33 537 4	4785 205 574 4
101 168 33 1983 4	2895 205 2165 4
101 33 537 168 4	4785 205 574 4
101 33 537 168 4	1 213 574 4
132 7 29 3604 4	726 13 59 880 4
85 14 5 139 52 4	217 13 22 11 5 24 106 4
85 14 5 34 343 4	217 13 22 11 19 171 4
85 14 7 752 73 4	217 13 22 6 16 905 4
85 15 7 8 1731 4	217 15 200 3444 4
85 22 95 16 12 4	314 47 88 12 61 324 40
85 22 95 16 12 4	217 47 88 12 61 324 40
1 12 21 3256 4	16 1 9 6173 28 4232 4
414 6 32 133 4	365 105 34 144 145 4
414 6 60 108 4	365 105 40
648 32 8 166 4	365 34 15 172 4
648 32 8 4100 4	365 34 15 744 4
648 32 8 1067 4	365 34 15 784 4
648 32 8 847 4	365 34 16 4879 4
13 396 12 701 4	20 424 867 4
13 396 12 701 4	20 424 9 28 117 6 899 4
13 30 11 35 2480 4	12 21 9 8 473 11 20 132 4703 4
13 30 38 35 311 4	75 14 107 53 332 4
13 621 21 2099 4	35 9 1177 4
13 621 21 2099 4	39 1749 13 6163 4
13 97 35 221 4	75 302 53 1304 4
13 120 1430 89 4	20 209 998 4
13 2050 42 6 4	39 1855 6 86 4
13 62 11 92 96 4	75 14 27 18 8 897 4
13 129 11 1540 73 4	39 14 57 8 15 462 4
13 129 11 1540 73 4	15 462 21 43 9 8 4
13 129 11 290 4	39 21 171 8 4
13 1 10 134 4	39 3403 105 6 223 4
13 12 10 81 229 4	35 9 30 180 221 4
13 12 38 10 4189 4	20 21 9 8 23 5227 4
13 12 38 29 916 4	20 21 9 8 59 353 291 4
13 12 1 4	35 9 4465 4
13 156 11 496 4	75 21 9 8 473 4
13 312 41 341 4	39 18 24 151 961 4
13 312 41 544 4	89 927 56 565 4
13 434 22 152 4	39 33 780 235 4
13 434 67 702 4	39 21 18 8 6 226 4
13 100 181 4	39 21 9 87 276 4
13 1101 7 92 4	39 18 1 160 4
13 378 1683 4	75 281 2161 4
13 378 1683 4	75 281 113 1515 4
13 87 35 372 4	75 400 53 437 4
13 87 1 4	75 400 6909 4
13 823 1378 4	39 18 24 151 1655 4
13 27 2429 4	35 54 4846 4
13 27 1081 446 4	35 54 12 43 18 46 456 4
13 27 29 410 4	60 74 34 47 4
13 27 93 260 4	35 54 92 405 4
13 27 93 260 4	35 54 92 2894 4
13 27 80 1378 4	35 54 359 1655 4
13 27 111 910 4	35 54 23 4795 4880 4
13 27 2288 4	35 54 5643 4
13 244 11 106 260 4	20 21 54 8 118 405 4
13 149 11 92 6 4	39 14 128 8 52 160 4
13 78 35 568 4	39 431 970 4
13 78 35 990 4	20 431 887 4
13 78 35 221 4	20 431 30 407 4
13 17 14 17 352 4	35 9 16 339 6 22 4
13 17 10 985 150 4	35 9 30 116 2458 4
13 17 10 582 229 4	35 9 30 221 1687 4
13 17 10 81 2791 4	35 9 30 180 3739 4
13 17 10 81 433 4	91 3242 40
13 17 10 81 571 4	35 9 30 180 5228 4
13 17 10 81 571 4	35 9 332 40
13 17 10 81 404 4	35 9 23 134 1 4
13 17 10 81 427 4	35 9 30 180 363 4
13 17 10 81 227 4	35 9 30 180 85 4
13 17 10 304 1633 4	35 9 23 1 1991 4
13 17 10 1343 3657 4	20 65 46 1 1 4
13 17 10 1343 3657 4	35 9 23 1 1 4
13 17 10 3638 534 4	35 9 23 1 4
13 17 10 302 567 4	35 9 30 1079 694 4
13 17 10 302 427 4	35 9 30 451 363 4
13 17 10 67 1 4	35 9 23 824 29 318 4
13 17 45 5 30 18 4	35 9 49 20 11 5 71 38 4
13 17 45 5 570 4	35 9 49 20 317 19 155 103 4
13 17 45 5 175 4	35 9 49 20 11 5 228 4
13 17 45 14 138 4	35 9 49 20 37 18 79 22 4
13 17 45 14 138 4	35 9 49 20 11 22 18 79 4
13 17 45 15 630 4	35 9 49 20 37 12 139 4
13 17 45 2030 4	20 14 65 11 1 4
13 17 45 53 12 4	35 9 49 20 37 12 43 18 4
13 17 45 44 69 4	35 9 49 20 37 67 974 4
13 17 45 44 69 4	35 9 49 20 37 101 974 4
13 17 86 1 4	35 9 30 1 4
13 17 429 189 4	35 9 698 958 4
13 17 692 43 22 4	39 33 128 4
13 17 81 32 6 4	35 9 91 34 86 4
13 17 81 7 231 4	35 9 134 13 354 4
13 17 81 7 231 4	12 9 134 6 24 354 4
13 17 49 5 48 15 4	35 9 481 11 5 24 25 57 4
13 17 49 15 622 4	1172 90 39 18 578 4
13 17 49 15 557 4	35 9 123 39 11 39 828 4
13 17 15 32 133 4	35 9 49 34 144 145 4
13 17 72 10 433 4	35 9 154 30 6113 4
13 17 72 1378 4	35 9 212 1655 4
13 17 72 1378 4	35 9 212 6 16 1471 4
13 17 248 19 1128 4	35 9 519 2326 4
13 17 248 19 2845 4	35 9 519 3018 4
13 17 248 19 1309 4	35 9 519 2370 4
13 17 103 41 15 4	35 9 345 481 4
13 17 103 41 15 4	39 43 1009 345 4
13 17 29 618 250 4	35 9 59 332 269 4
13 17 29 1 4	35 9 59 1 4
13 17 29 4523 4	35 9 82 4844 4
13 17 302 7 40 4	35 9 1131 6 15 198 4
13 17 38 10 1198 4	20 21 9 8 23 1385 4
13 17 38 29 929 4	39 21 9 8 82 872 4
13 17 38 29 2606 4	20 21 9 8 59 3148 4
13 17 38 29 227 4	35 9 8 59 1250 4
13 17 38 2721 4	20 21 9 8 4549 4
13 17 38 496 4	20 21 9 8 473 4
13 17 38 1 4	20 21 9 8 3252 4
13 17 38 33 164 4	20 21 9 8 94 492 4
13 17 38 33 164 4	20 21 9 8 73 492 4
13 17 1 4	35 9 1 4
13 17 407 1200 4	35 9 519 965 4
13 17 407 189 4	35 9 49 13 57 2154 4
13 17 407 1039 4	35 9 177 851 4
13 17 93 568 4	35 9 72 970 4
13 17 93 568 4	35 9 92 1628 4
13 17 93 568 4	35 9 92 970 4
13 17 93 304 126	35 9 92 1305 4
13 17 93 304 4	35 9 92 1305 4
13 17 2285 4107 4	39 128 6 2028 4
13 17 2443 221 4	35 9 212 1304 4
13 17 1260 19 302 4	35 9 519 1131 4
13 17 1202 19 6 4	35 9 814 6 73 254 4
13 17 28 5 1028 4	35 9 20 11 5 228 97 4
13 17 28 5 51 4	35 9 20 11 5 83 4
13 17 28 5 695 4	35 9 20 11 19 25 444 4
13 17 28 25 79 4	35 9 20 317 27 93 103 4
13 17 95 5 223 4	35 9 108 11 5 677 4
13 17 95 5 112 4	35 9 108 11 5 466 4
13 17 70 5 447 4	35 9 34 39 11 19 25 661 4
13 17 70 5 48 15 4	35 9 78 5 24 25 57 4
13 17 70 5 34 215 4	1172 78 5 32 373 4
13 17 70 5 34 59 4	35 9 34 39 11 5 32 108 4
13 17 70 5 34 59 4	35 9 78 5 32 81 4
13 17 70 5 34 59 4	35 9 78 5 33 324 81 4
13 17 70 5 34 59 4	35 9 78 5 32 108 4
13 17 70 5 34 59 4	35 9 16 256 6 82 2029 4
13 17 70 5 34 59 4	35 9 16 256 6 82 2029 26 81 4
13 17 70 14 514 4	35 9 34 39 11 22 18 3380 4
13 17 33 757 4	35 170 9 94 838 4
8 428 129 11 112 4	15 3566 14 828 8 4
8 428 129 11 112 4	15 693 6 601 14 827 8 4
8 428 129 11 112 4	16 601 14 827 8 4
8 550 17 802 4	15 611 9 28 117 6 493 4
8 550 17 802 4	24 170 318 1164 4
8 1736 12 2108 4	16 1436 2381 4
8 460 12 351 4	68 1437 44 1293 4
8 460 12 351 4	35 9 59 484 4
8 1 12 597 4	16 983 9 634 4
8 1011 12 3592 4	16 853 3937 4
8 541 156 11 870 4	16 3138 21 9 8 1173 4
8 396 4132 7 22 4	15 424 45 6906 626 47 4
8 396 105 2082 4	15 424 45 9 57 6910 4
8 127 62 11 677 4	16 137 14 1 8 4
8 405 12 3394 4	15 469 9 2377 4
8 405 12 38 536 4	15 469 21 9 8 328 4
8 405 12 38 536 4	16 2098 21 9 8 1227 4
8 405 12 802 4	15 469 1164 4
8 1 1 4	31 6911 61 1 4
8 592 12 412 4	35 9 94 538 4
8 553 143 2943 4	16 593 45 9 1 4
8 561 12 729 4	24 2287 9 1697 4
8 3658 12 2445 4	15 5229 61 1 4
8 878 12 180 4	15 952 9 391 4
8 2722 79 409 4	31 4296 95 103 6 768 4
8 1485 4513 4	16 1549 1 4
8 609 75 10 2808 4	16 719 18 30 1 4
8 1748 27 196 4	15 199 54 57 4
8 206 578 29 2148 4	15 210 2525 59 1 4
8 206 415 29 373 4	15 210 44 18 2323 16 336 4
8 206 415 29 373 4	15 210 1 82 336 4
8 206 415 8 194 4	15 210 18 2323 24 202 4
8 206 920 22 4	15 210 33 4025 4
8 206 12 1 4	15 210 9 28 117 6 1 4
8 235 12 3910 4	16 182 9 28 117 6 61 905 4
8 235 27 1342 4	16 182 54 4209 4
8 235 149 11 292 4	16 182 14 227 8 45 709 4
8 235 17 3398 4	16 182 9 1 4
8 1712 12 2201 4	15 1983 9 3721 4
8 435 1929 1399 4	24 2903 1460 2925 4
8 586 1704 260 4	15 810 1408 405 4
8 586 1704 260 4	15 810 4689 4
8 336 12 3465 4	16 429 9 1 4
8 336 12 3465 4	16 429 9 1 4
8 2950 12 870 4	15 3606 9 1173 4
8 3809 577 168 4	15 4416 18 2054 138 1345 4
8 1654 12 1 4	15 1954 9 1 4
8 1754 27 296 4	15 1013 54 445 4
8 150 12 3655 4	16 116 9 1 4
8 150 27 870 4	16 116 54 1173 4
8 229 12 38 260 4	24 221 21 9 8 632 4
8 229 12 38 159 4	24 221 21 9 8 313 4
8 894 27 3458 4	15 950 54 4720 4
8 998 27 637 4	16 1159 18 80 1 4
8 474 1 74 4	16 722 45 1 4
8 474 1 74 4	16 722 6174 1 4
8 1272 143 74 4	31 2070 61 65 5638 4
8 916 12 2141 4	16 1405 9 568 4
8 194 12 2579 4	24 202 9 4168 4
8 194 240 29 914 4	24 202 856 59 703 4
8 329 12 180 4	16 393 9 1821 4
8 3114 105 219 4	15 4042 45 5230 4
8 1349 12 3911 4	16 1380 5185 4
8 2430 1 4	15 3772 45 1 4
8 487 1 74 4	31 1477 95 1 4
8 431 12 870 4	15 368 9 1173 4
8 3273 27 2438 4	15 468 54 6912 4
8 131 1162 658 4	31 203 1 16 667 4
8 326 75 984 4	15 543 18 1420 4
8 1864 4924 180 4	24 2728 18 4720 4
8 1215 31 484 4	31 483 65 2902 4
8 855 12 729 4	16 906 9 1697 4
8 494 12 832 4	16 256 9 3093 4
8 766 12 3079 4	16 640 9 1 4
8 1596 12 42 435 4	15 1791 9 28 428 4
8 160 12 106 284 4	16 268 9 118 343 4
8 160 27 1342 4	16 310 54 4209 4
8 160 27 2446 4	16 310 54 1 4
8 4506 27 178 4	15 4856 54 850 1098 4
8 996 27 673 4	15 635 54 1112 4
8 1075 483 676 4	15 973 45 1 4
8 733 2158 219 4	16 2202 45 9 1 4
8 662 12 4171 4	16 687 1827 4
8 1 31 484 4	31 1 65 2902 4
8 617 12 870 4	16 658 9 1173 4
8 617 27 676 4	16 658 54 1482 4
8 856 27 260 4	16 1553 54 632 4
